Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,Â¿En qué versión fue corregido?,Estrategia de ejecución
Finding,POS-101,919,Navigation failure between main module screens.,POS-101,Media,Pendiente,Sprint 9,Sanity,Funcional,Sistema,Software Tradicional,Datalake,Mainframe,Requisitos,Producción,Mariana Círdenas,10/9/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,MOB-589,920,The send button remains inactive even with complete fields.,MOB-589,Alta,Cerrado,Sprint 17,Funcional,Datos,Unitaria,SAP,DWH,On-Premise- Hibrido,Construcción,Integracion,Antonella Duque,2/22/2025,v1.0.1,Sofía Morales,Sprint 18,v1.0.2,Manual
Finding,POS-101,921,The system freezes when entering special characters.,POS-101,Más Alta,Resuelto,Sprint 9,Exploratoria,Funcional,integracion,Software IA,DWH,Mainframe,Ideación,Integracion,Paula Navarro,5/2/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,POS-101,922,Duplicate content is displayed in the results list.,POS-101,Baja,Cerrado,Sprint 19,Exploratoria,Funcional,integracion,Datos,DWH,Cloud,Requisitos,Sandbox,Raúl Espinosa,9/6/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,BD-921,923,Permisos incorrectos asignados a usuarios estíndar.,BD-921,Baja,Pendiente,Sprint 17,Exploratoria,Usabilidad,UAT,Software Tradicional,DWH,Cloud,Construcción,Desarrollo,Jorge Ramírez,5/18/2024,v1.0.1,Isabela Aguirre,Sprint 17,v1.0.2,Manual
Finding,POS-101,924,Confirmation message is not displayed after submitting the form.,POS-101,Media,Cerrado,Sprint 20,Funcional,Funcional,Sistema,Software IA,ERP,On-Premise- Hibrido,Construcción,Sandbox,Raúl Espinosa,5/12/2024,v1.0.1,Laura Ortega,Sprint 20,v1.0.2,Automatizada
Finding,MOB-589,925,The system freezes when entering special characters.,MOB-589,Media,Reabierto,Sprint 2,Sanity,Funcional,Sistema,Datos,Datalake,On-Premise- Hibrido,Construcción,ShadowDR),Esteban Méndez,9/29/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Finding,API-073,926,Permisos incorrectos asignados a usuarios estíndar.,API-073,Baja,Cerrado,Sprint 14,Exploratoria,Funcional,Sistema,Datos,ERP,Mainframe,Construcción,Pruebas,Raúl Espinosa,8/31/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,MOB-589,927,The search component does not filter properly.,MOB-589,Alta,Resuelto,Sprint 0,Aceptación,Funcional,Sistema,Software Tradicional,CORE Banking,Mainframe,Construcción,ShadowDR),Daniela Ríos,10/28/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,BD-921,928,Validation errors are not shown in real time.,BD-921,Baja,Resuelto,Sprint 19,Integración,Usabilidad,Sistema,Software Tradicional,CRM,Mainframe,Operacion,Pre-Producción,Jorge Ramírez,8/5/2024,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Manual
Finding,CORE-568,929,Exported data does not match what is displayed on screen.,CORE-568,Baja,Resuelto,Sprint 10,Funcional,Funcional,UAT,Software Tradicional,ERP,Cloud,Operacion,Integracion,Daniela Ríos,8/9/2025,v1.0.1,Raúl Espinosa,Sprint 12,v1.0.2,Manual
Finding,CORE-568,930,Misalignment in interface elements.,CORE-568,Más Alta,Pendiente,Sprint 20,Aceptación,Compatibilidad,Unitaria,Software IA,Datalake,Cloud,Requisitos,ShadowDR),Juan Pérez,3/28/2025,v1.0.1,Juan Pérez,Sprint 20,v1.0.2,Manual
Finding,BD-921,931,Misalignment in interface elements.,BD-921,Más Alta,En progreso,Sprint 11,Carga,Funcional,Sistema,Datos,DWH,On-Premise- Hibrido,Requisitos,ShadowDR),Valentina Castillo,12/10/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,KIOS-411,932,Logs are generated with NullPointerException errors.,KIOS-411,Media,Rechazado,Sprint 5,Funcional,Datos,Sistema,Software IA,CORE Banking,Cloud,Construcción,Desarrollo,Camila Vargas,6/12/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,API-073,933,Validation errors are not shown in real time.,API-073,Media,En progreso,Sprint 3,Exploratoria,Funcional,UAT,Software IA,CORE Banking,Cloud,Operacion,Sandbox,Antonella Duque,12/13/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,WEB-342,934,The search component does not filter properly.,WEB-342,Alta,Cerrado,Sprint 17,Funcional,Funcional,integracion,Software IA,CORE Banking,On-Premise- Hibrido,Requisitos,Desarrollo,Antonella Duque,1/10/2024,v1.0.1,Antonella Duque,,v1.0.2,Automatizada
Finding,CORE-568,935,Permisos incorrectos asignados a usuarios estíndar.,CORE-568,Media,Cerrado,Sprint 2,Carga,Desempeño,Unitaria,Software IA,ERP,On-Premise- Hibrido,Ideación,Pre-Producción,Paula Navarro,8/1/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,BD-921,936,The autocomplete function does not suggest expected values.,BD-921,Alta,Reabierto,Sprint 13,Smoke,Datos,Sistema,Software IA,Datalake,Cloud,Ideación,Desarrollo,Isabela Aguirre,2/11/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Suggestion,CORE-568,937,The autocomplete function does not suggest expected values.,CORE-568,Media,Cerrado,Sprint 11,Aceptación,Funcional,UAT,Datos,CRM,Mainframe,Operacion,Pre-Producción,Pedro Cruz,1/10/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Suggestion,POS-101,938,The system freezes when entering special characters.,POS-101,Alta,En progreso,Sprint 16,Funcional,Funcional,Unitaria,SAP,ERP,Mainframe,Construcción,ShadowDR),Mariana Círdenas,7/14/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Suggestion,API-073,939,Validation errors are not shown in real time.,API-073,Alta,En progreso,Sprint 1,Integración,Funcional,integracion,Software Tradicional,CORE Banking,On-Premise- Hibrido,Construcción,Sandbox,Daniela Ríos,6/21/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,MOB-589,940,Duplicate content is displayed in the results list.,MOB-589,Alta,Resuelto,Sprint 10,Funcional,Funcional,Unitaria,SAP,ERP,On-Premise- Hibrido,Requisitos,Sandbox,Camila Vargas,10/6/2025,v1.0.1,Gabriela Paredes,Sprint 15,v1.0.2,Automatizada
Finding,WEB-342,941,The autocomplete function does not suggest expected values.,WEB-342,Alta,Resuelto,Sprint 0,Exploratoria,Datos,integracion,Software Tradicional,CRM,On-Premise- Hibrido,Operacion,Sandbox,Raúl Espinosa,7/16/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,WEB-342,942,The system does not respond when clicking certain buttons.,WEB-342,Baja,Resuelto,Sprint 9,Funcional,Funcional,integracion,SAP,CRM,Cloud,Ideación,Pruebas,Gabriela Paredes,2/14/2024,v1.0.1,Esteban Méndez,Sprint 18,v1.0.2,Automatizada
Finding,API-073,943,Validation errors are not shown in real time.,API-073,Baja,En progreso,Sprint 6,Carga,Datos,integracion,Software Tradicional,ERP,Cloud,Requisitos,Desarrollo,Sofía Morales,8/1/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,BD-921,944,Exported data does not match what is displayed on screen.,BD-921,Alta,Rechazado,Sprint 3,Integración,Funcional,integracion,Software Tradicional,ERP,Mainframe,Construcción,Sandbox,Antonella Duque,8/23/2024,v1.0.1,Camila Vargas,Sprint 14,v1.0.2,Manual
Finding,BD-921,945,The system does not respond when clicking certain buttons.,BD-921,Baja,Reabierto,Sprint 18,Aceptación,Funcional,UAT,Datos,Datalake,Cloud,Ideación,Producción,Pedro Cruz,7/30/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,API-073,946,Issues with message internationalization.,API-073,Baja,Cerrado,Sprint 6,Integración,Seguridad,Unitaria,SAP,CORE Banking,Cloud,Requisitos,ShadowDR),Isabela Aguirre,9/25/2025,v1.0.1,Ana López,,v1.0.2,Manual
Finding,KIOS-411,947,Permisos incorrectos asignados a usuarios estíndar.,KIOS-411,Media,Resuelto,Sprint 2,Integración,Portabilidad,Unitaria,Software Tradicional,DWH,Cloud,Requisitos,Producción,Pedro Cruz,2/18/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,WEB-342,948,The send button remains inactive even with complete fields.,WEB-342,Alta,Reabierto,Sprint 18,Funcional,Seguridad,integracion,Software Tradicional,DWH,Cloud,Construcción,Integracion,Juan Pérez,6/18/2024,v1.0.1,Pedro Cruz,Sprint 20,v1.0.2,Manual
Finding,MOB-589,949,Inconsistencies in date format in reports.,MOB-589,Media,En progreso,Sprint 16,Regresión,Funcional,UAT,Software IA,DWH,Cloud,Requisitos,Pruebas,Miguel Herrera,9/22/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,API-073,950,Duplicate content is displayed in the results list.,API-073,Alta,Resuelto,Sprint 7,Regresión,Datos,Unitaria,SAP,Datalake,Mainframe,Operacion,Sandbox,Sebastiín Cortés,11/20/2024,v1.0.1,Gabriela Paredes,Sprint 12,v1.0.2,Manual
Finding,KIOS-411,951,Navigation failure between main module screens.,KIOS-411,Más Alta,Reabierto,Sprint 8,Funcional,Desempeño,Sistema,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,Integracion,Lucía Ferníndez,5/8/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Finding,CORE-568,952,Inconsistencies in date format in reports.,CORE-568,Media,Resuelto,Sprint 12,Carga,Usabilidad,Sistema,SAP,Datalake,Mainframe,Construcción,Pruebas,Gabriela Paredes,8/2/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,WEB-342,953,The system freezes when entering special characters.,WEB-342,Baja,Resuelto,Sprint 4,Carga,Compatibilidad,Sistema,Software Tradicional,CRM,Mainframe,Ideación,Desarrollo,Pedro Cruz,7/2/2025,v1.0.1,Mariana Círdenas,Sprint 14,v1.0.2,Manual
Finding,KIOS-411,954,The search component does not filter properly.,KIOS-411,Baja,Cerrado,Sprint 9,Aceptación,Compatibilidad,Sistema,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,Integracion,Sebastiín Cortés,7/2/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,CORE-568,955,Permisos incorrectos asignados a usuarios estíndar.,CORE-568,Baja,En progreso,Sprint 6,Funcional,Funcional,Sistema,Datos,Datalake,Cloud,Requisitos,Pre-Producción,Laura Ortega,8/13/2024,v1.0.1,Juan Pérez,,v1.0.2,Automatizada
Finding,WEB-342,956,The send button remains inactive even with complete fields.,WEB-342,Más Alta,Resuelto,Sprint 16,Integración,Desempeño,UAT,SAP,Datalake,Cloud,Ideación,Sandbox,Camila Vargas,7/30/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,API-073,957,Validation errors are not shown in real time.,API-073,Media,Cerrado,Sprint 14,Carga,Datos,UAT,Software IA,DWH,Mainframe,Ideación,Pruebas,Pedro Cruz,10/5/2025,v1.0.1,Ana López,,v1.0.2,Manual
Finding,MOB-589,958,Inconsistencies in date format in reports.,MOB-589,Media,Cerrado,Sprint 15,Exploratoria,Funcional,Unitaria,Software IA,CRM,Mainframe,Operacion,Pruebas,Laura Ortega,3/5/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,WEB-342,959,Logs are generated with NullPointerException errors.,WEB-342,Media,Resuelto,Sprint 8,Funcional,Seguridad,Unitaria,Software IA,ERP,On-Premise- Hibrido,Construcción,Pre-Producción,Pedro Cruz,7/20/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,CORE-568,960,Misalignment in interface elements.,CORE-568,Alta,Resuelto,Sprint 12,Aceptación,Usabilidad,Unitaria,Software IA,CRM,On-Premise- Hibrido,Operacion,Integracion,Jorge Ramírez,3/24/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,API-073,961,Validation errors are not shown in real time.,API-073,Media,Resuelto,Sprint 5,Integración,Funcional,UAT,Software IA,CORE Banking,Cloud,Construcción,Desarrollo,Raúl Espinosa,10/29/2025,v1.0.1,Laura Ortega,Sprint 17,v1.0.2,Manual
Finding,CORE-568,962,The send button remains inactive even with complete fields.,CORE-568,Baja,Resuelto,Sprint 19,Sanity,Funcional,integracion,SAP,CRM,Mainframe,Ideación,ShadowDR),Mariana Círdenas,5/26/2025,v1.0.1,Lucía Ferníndez,Sprint 19,v1.0.2,Manual
Finding,CORE-568,963,Datos no persisten después de actualizar la pígina.,CORE-568,Media,Resuelto,Sprint 7,Smoke,Funcional,Sistema,Software IA,CORE Banking,On-Premise- Hibrido,Ideación,Desarrollo,Paula Navarro,10/2/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Finding,WEB-342,964,Logs are generated with NullPointerException errors.,WEB-342,Baja,Resuelto,Sprint 9,Funcional,Funcional,UAT,Software Tradicional,ERP,Cloud,Construcción,Integracion,Lucía Ferníndez,1/9/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,API-073,965,Confirmation message is not displayed after submitting the form.,API-073,Baja,Resuelto,Sprint 18,Funcional,Usabilidad,integracion,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,Producción,Sofía Morales,12/12/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,WEB-342,966,Duplicate content is displayed in the results list.,WEB-342,Alta,En progreso,Sprint 4,Funcional,Funcional,integracion,Software IA,CORE Banking,Cloud,Construcción,Producción,Isabela Aguirre,8/4/2024,v1.0.1,Lucía Ferníndez,Sprint 12,v1.0.2,Manual
Finding,WEB-342,967,Misalignment in interface elements.,WEB-342,Alta,Rechazado,Sprint 18,Carga,Funcional,Unitaria,SAP,DWH,Mainframe,Operacion,ShadowDR),Isabela Aguirre,1/29/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,CORE-568,968,The system freezes when entering special characters.,CORE-568,Alta,Resuelto,Sprint 18,Funcional,Funcional,UAT,SAP,CORE Banking,Cloud,Construcción,Pruebas,Lucía Ferníndez,8/6/2024,v1.0.1,Camila Vargas,Sprint 19,v1.0.2,Automatizada
Finding,MOB-589,969,Validation errors are not shown in real time.,MOB-589,Media,Pendiente,Sprint 2,Aceptación,Datos,Unitaria,Software Tradicional,DWH,Mainframe,Requisitos,Sandbox,Miguel Herrera,8/14/2025,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,WEB-342,970,Exported data does not match what is displayed on screen.,WEB-342,Alta,En progreso,Sprint 5,Funcional,Funcional,UAT,Software IA,CORE Banking,Cloud,Operacion,Sandbox,Daniela Ríos,6/22/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,WEB-342,971,Error al guardar los cambios cuando el formulario estí incompleto.,WEB-342,Alta,Resuelto,Sprint 5,Carga,Funcional,integracion,Software IA,DWH,Mainframe,Requisitos,Pruebas,Lucía Ferníndez,6/8/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Suggestion,WEB-342,972,Misalignment in interface elements.,WEB-342,Media,Pendiente,Sprint 7,Sanity,Funcional,Unitaria,SAP,CRM,Mainframe,Ideación,ShadowDR),Valentina Castillo,10/11/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Suggestion,BD-921,973,Email field validation does not work correctly.,BD-921,Más Alta,Resuelto,Sprint 11,Regresión,Funcional,Sistema,SAP,DWH,Cloud,Requisitos,Desarrollo,Camila Vargas,8/19/2024,v1.0.1,Esteban Méndez,Sprint 15,v1.0.2,Manual
Suggestion,CORE-568,974,Email field validation does not work correctly.,CORE-568,Alta,Pendiente,Sprint 17,Funcional,Funcional,Unitaria,Software Tradicional,ERP,On-Premise- Hibrido,Operacion,Pre-Producción,Paula Navarro,11/3/2024,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
Finding,CORE-568,975,Browser compatibility issue on mobile devices.,CORE-568,Más Alta,Pendiente,Sprint 20,Funcional,Desempeño,Unitaria,Software IA,Datalake,Mainframe,Operacion,Pre-Producción,Pedro Cruz,6/14/2025,v1.0.1,Sebastiín Cortés,Sprint 20,v1.0.2,Manual
Finding,CORE-568,976,The system does not respond when clicking certain buttons.,CORE-568,Alta,Resuelto,Sprint 19,Sanity,Funcional,Unitaria,Software Tradicional,CRM,Mainframe,Construcción,Integracion,Raúl Espinosa,3/7/2025,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
Finding,BD-921,977,La carga del módulo tarda mís de lo esperado.,BD-921,Baja,Pendiente,Sprint 11,Regresión,Desempeño,UAT,Datos,DWH,On-Premise- Hibrido,Requisitos,Desarrollo,Raúl Espinosa,3/27/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Finding,BD-921,978,Permisos incorrectos asignados a usuarios estíndar.,BD-921,Más Alta,Cerrado,Sprint 5,Funcional,Desempeño,integracion,Software IA,Datalake,Cloud,Requisitos,Pruebas,Pedro Cruz,7/7/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,CORE-568,979,Exported data does not match what is displayed on screen.,CORE-568,Media,Resuelto,Sprint 20,Carga,Funcional,UAT,Software IA,Datalake,On-Premise- Hibrido,Ideación,ShadowDR),Daniela Ríos,6/8/2025,v1.0.1,Isabela Aguirre,Sprint 20,v1.0.2,Manual
Finding,MOB-589,980,Email field validation does not work correctly.,MOB-589,Baja,Cerrado,Sprint 13,Exploratoria,Compatibilidad,Sistema,SAP,CRM,Cloud,Construcción,Pre-Producción,Pedro Cruz,2/2/2024,v1.0.1,Jorge Ramírez,Sprint 13,v1.0.2,Manual
Finding,KIOS-411,981,The search component does not filter properly.,KIOS-411,Alta,En progreso,Sprint 17,Funcional,Funcional,Unitaria,Datos,ERP,On-Premise- Hibrido,Requisitos,Producción,Gabriela Paredes,10/6/2025,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
Finding,MOB-589,982,Inconsistencies in date format in reports.,MOB-589,Media,Pendiente,Sprint 2,Funcional,Funcional,integracion,Software Tradicional,CRM,Mainframe,Ideación,ShadowDR),Sofía Morales,6/20/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Automatizada
Finding,BD-921,983,Exported data does not match what is displayed on screen.,BD-921,Media,Resuelto,Sprint 1,Funcional,Funcional,integracion,Software IA,CRM,Mainframe,Operacion,Producción,Isabela Aguirre,11/17/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Automatizada
Finding,BD-921,984,Inconsistencies in date format in reports.,BD-921,Alta,Reabierto,Sprint 17,Funcional,Datos,UAT,Software Tradicional,Datalake,Mainframe,Operacion,Producción,Isabela Aguirre,4/9/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,POS-101,985,Browser compatibility issue on mobile devices.,POS-101,Alta,Cerrado,Sprint 6,Funcional,Portabilidad,Unitaria,Datos,ERP,Mainframe,Construcción,Desarrollo,Sebastiín Cortés,4/15/2024,v1.0.1,Raúl Espinosa,Sprint 19,v1.0.2,Manual
Finding,API-073,986,The system freezes when entering special characters.,API-073,Media,Cerrado,Sprint 5,Funcional,Funcional,UAT,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Desarrollo,Ana López,2/21/2025,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
Finding,MOB-589,987,Misalignment in interface elements.,MOB-589,Alta,En progreso,Sprint 16,Funcional,Datos,Sistema,SAP,ERP,On-Premise- Hibrido,Construcción,Desarrollo,Jorge Ramírez,1/20/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,WEB-342,988,Duplicate content is displayed in the results list.,WEB-342,Media,Reabierto,Sprint 2,Exploratoria,Funcional,Sistema,Datos,Datalake,On-Premise- Hibrido,Construcción,ShadowDR),Valentina Castillo,2/1/2024,v1.0.1,Isabela Aguirre,Sprint 18,v1.0.2,Manual
Finding,MOB-589,989,The search component does not filter properly.,MOB-589,Media,Reabierto,Sprint 14,Funcional,Funcional,integracion,SAP,CRM,On-Premise- Hibrido,Construcción,Producción,Lucía Ferníndez,2/5/2024,v1.0.1,Mateo Linares,Sprint 16,v1.0.2,Automatizada
Finding,WEB-342,990,Navigation failure between main module screens.,WEB-342,Alta,En progreso,Sprint 2,Funcional,Funcional,Unitaria,Datos,Datalake,Mainframe,Requisitos,ShadowDR),Jorge Ramírez,9/27/2025,v1.0.1,Juan Pérez,Sprint 14,v1.0.2,Manual
Finding,MOB-589,991,Browser compatibility issue on mobile devices.,MOB-589,Baja,Pendiente,Sprint 13,Funcional,Funcional,integracion,Software Tradicional,Datalake,Mainframe,Ideación,Desarrollo,Mateo Linares,9/4/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Automatizada
Finding,API-073,992,The send button remains inactive even with complete fields.,API-073,Más Alta,Cerrado,Sprint 8,Regresión,UX,integracion,Software Tradicional,ERP,Mainframe,Ideación,Sandbox,Daniela Ríos,9/8/2025,v1.0.1,Raúl Espinosa,Sprint 10,v1.0.2,Manual
Finding,CORE-568,993,Logs are generated with NullPointerException errors.,CORE-568,Alta,En progreso,Sprint 7,Funcional,Desempeño,UAT,Software IA,DWH,On-Premise- Hibrido,Construcción,Desarrollo,Gabriela Paredes,11/16/2024,v1.0.1,Miguel Herrera,Sprint 12,v1.0.2,Manual
Finding,MOB-589,994,Logs are generated with NullPointerException errors.,MOB-589,Media,Resuelto,Sprint 8,Funcional,Funcional,Sistema,Software Tradicional,ERP,Cloud,Operacion,Sandbox,Mateo Linares,9/5/2024,v1.0.1,Daniela Ríos,,v1.0.2,Manual
Finding,WEB-342,995,Exported data does not match what is displayed on screen.,WEB-342,Media,En progreso,Sprint 7,Integración,UX,UAT,Datos,Datalake,On-Premise- Hibrido,Ideación,ShadowDR),Ana López,8/4/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,API-073,996,Confirmation message is not displayed after submitting the form.,API-073,Más Alta,Resuelto,Sprint 12,Funcional,Desempeño,integracion,Software IA,DWH,On-Premise- Hibrido,Operacion,Integracion,Sebastiín Cortés,9/18/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,API-073,997,The autocomplete function does not suggest expected values.,API-073,Alta,En progreso,Sprint 7,Aceptación,Funcional,integracion,Datos,CORE Banking,On-Premise- Hibrido,Construcción,Sandbox,Juan Pérez,5/5/2024,v1.0.1,Ana López,Sprint 13,v1.0.2,Manual
Finding,MOB-589,998,Inconsistencies in date format in reports.,MOB-589,Alta,Resuelto,Sprint 7,Carga,Datos,UAT,Software IA,DWH,Mainframe,Ideación,ShadowDR),Daniela Ríos,4/12/2024,v1.0.1,Mariana Círdenas,Sprint 14,v1.0.2,Manual
Finding,CORE-568,999,The system does not respond when clicking certain buttons.,CORE-568,Más Alta,En progreso,Sprint 15,Integración,Funcional,Unitaria,Datos,CRM,On-Premise- Hibrido,Ideación,ShadowDR),Daniela Ríos,3/5/2025,v1.0.1,Valentina Castillo,Sprint 17,v1.0.2,Manual
Finding,MOB-589,1000,The search component does not filter properly.,MOB-589,Alta,En progreso,Sprint 14,Integración,Usabilidad,integracion,Software Tradicional,DWH,Cloud,Construcción,Pre-Producción,Sebastiín Cortés,2/28/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
