Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Story,TECH-447,295909,"As an OPIc admin, I would like to play an MC OPIc audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As an OPIc admin,,,,,Annie Wendel,2/27/2025 10:09,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-446,295908,"As an OPIc admin, I would like to play a US OPIc audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,As an OPIc admin,,,,,Annie Wendel,2/27/2025 10:09,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-445,295907,"As an OPI admin, I would like to download an OPI audio file from the S3 bucket using a signed URL, so that I can securely access the audio file.",,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,As an OPI admin,,,,,Annie Wendel,2/27/2025 10:09,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-444,295906,"As a developer, I would like to upload an OPI audio file to the S3 bucket, so that it can be accessed via a signed URL.",,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,As a developer,,,,,Annie Wendel,2/27/2025 10:09,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-443,295905,"As a developer, I would like to coordinate with Plum, so that OPI files can be transferred to the development environment.",,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,As a developer,,,,,Annie Wendel,2/27/2025 10:09,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-442,295904,"As a developer, I would like to modify the Twilio code in the development environment, so that OPI files can be transferred to the development environment.",,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,As a developer,,,,,Annie Wendel,2/27/2025 10:09,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-441,295903,"As a system admin, I would like to set up a development environment for the FMS server, so that it can be used for development purposes.",,Trivial,Done,Sprint 144: 2/20-3/5/25,System,,,As a system admin,,,,,Annie Wendel,2/27/2025 10:08,v1.0,Jongman Paek,,v1.0,Manual
Epic,TECH-354,295900,INTK-626: TECH: Implement Signed URL feature in all locations where audio plays from an S3 bucket on Rater/Admin/Client Sites CAPEX2025_TECH_04,,Trivial,Done,,,,,INTK,626,TECH,,,Annie Wendel,2/27/2025 10:07,v1.0,Annie Wendel,,v1.0,Manual
Test Execution,TECH-587,295248,AAPPL ASL - UAT - Client Site,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,AAPPL ASL,UAT,Client Site,,,Valentina Lorusso,2/26/2025 11:37,v1.0,Valentina Lorusso,Sprint 145: 3/6-3/19/25,v1.0,Manual
Unplanned Task,TECH-1094,294249,"CLONE - Rater lists not ""resetting"" in AAPPL Unrated queue when language filter changes are made",,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,CLONE,,,,,Kim Sallee,2/25/2025 18:02,v1.0,Jongman Paek,,v1.0,Manual
Unplanned Task,TECH-1093,294248,"CLONE - Rater lists not ""resetting"" in AAPPL Unrated queue when language filter changes are made",,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,CLONE,,,,,Kim Sallee,2/25/2025 18:02,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-511,294246,Need full list of Tableau reports - details inside,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,Need full list of Tableau reports,details inside,,,,Annie Wendel,2/25/2025 17:39,v1.0,,Sprint 145: 3/6-3/19/25,v1.0,Manual
Task,TECH-594,293909,Test Execution of AAPPL ASL on Client Site,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,Test Execution,AAPPL ASL,Client Site,,,Valentina Lorusso,2/25/2025 13:13,v1.0,Valentina Lorusso,Sprint 145: 3/6-3/19/25,v1.0,Manual
Unplanned Task,TECH-1112,293130,CLONE - Need to have the person who orders the test in TMS,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,CLONE,,,,,Mark Dulsky,2/24/2025 18:00,v1.0,Rohan Gandhi,,v1.0,Manual
Unplanned Task,TECH-1092,288799,"CLONE - For AAPPL-SP, remove ""Immersive Spanish"" wording from TMS and Tableau reports",,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,CLONE,For AAPPL,,,,Annie Wendel,2/21/2025 16:29,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-606,288630,Unit testing and Fix,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,Unit testing and Fix,,,,,Yun Ju Lee,2/21/2025 11:56,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Task,TECH-859,288548,Prod deployment & Smoke testing,,Trivial,To Do,,Smoke Test,,,Prod deployment & Smoke testing,,,,,Yun Ju Lee,2/21/2025 11:50,v1.0,Yun Ju Lee,,v1.0,Manual
Story,TECH-534,288547,OPIc - Build a feature to uncapture tests that are auto-fetched more then 1 hours,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,OPIc,fetched more then 1 hours,,,,Annie Wendel,2/21/2025 10:43,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Story,TECH-533,288546,WPT - Build a feature to uncapture tests that are auto-fetched more then 1 hours,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,WPT,fetched more then 1 hours,,,,Annie Wendel,2/21/2025 10:42,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Story,TECH-532,288545,Build a feature to flag when an AAPPL is auto-fetched.,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,fetched.,,,,,Annie Wendel,2/21/2025 10:41,v1.0,Yun Ju Lee,,v1.0,Manual
Unplanned Task,TECH-1111,288533,CLONE - TMS status is not showing up for all accounts,,Trivial,To Do,,,,,CLONE,,,,,Mark Dulsky,2/20/2025 19:02,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-593,288529,Test Strategy for AAPPL ASL,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,Test Strategy for AAPPL ASL,,,,,Valentina Lorusso,2/20/2025 13:40,v1.0,Valentina Lorusso,Sprint 145: 3/6-3/19/25,v1.0,Manual
Unplanned Task,TECH-1091,288528,CLONE - Rater reporting repeated issue with OPIc sound quality of recordings at the 30 second mark,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,CLONE,,,,,Kim Sallee,2/20/2025 13:02,v1.0,Vijay Damania,Sprint 145: 3/6-3/19/25,v1.0,Manual
Task,TECH-858,288522,Formstack setup for the production form,,Trivial,Done,Sprint 143: 2/6-2/19/25,,,,Formstack setup for the production form,,,,,Yun Ju Lee,2/20/2025 7:26,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-1250,288061,Bank of America OPI emails move to Workflow emails in TMS,,Trivial,To Do,Sprint 156: 8/7 - 8/20/25,,,,Bank,America OPI,Workflow,,,Rohan Gandhi,2/19/2025 15:19,v1.0,Vijay Damania,Sprint 157: 8/21 - 9/3/25,v1.0,Manual
Bug,TECH-653,286711,Page 1 not detecting when test rating is higher than response levels that are lower than the task,,Trivial,Done,Sprint 143: 2/6-2/19/25,,Functional,,Page,,,,,Alan Stoddard,2/18/2025 19:03,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-784,286056,CLONE - The rating matches the previous one and is approved,,Trivial,Done,Sprint 143: 2/6-2/19/25,,,,CLONE,,,,,Valentina Lorusso,2/18/2025 11:15,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Test,TECH-783,286055,CLONE - The rating does not match the previous one and is not approved,,Trivial,Done,Sprint 143: 2/6-2/19/25,,,,CLONE,,,,,Valentina Lorusso,2/18/2025 11:15,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Test,TECH-782,286054,"CLONE - A third rater is assigned to a test, and assign the same rating as the second rater, and it is not approved",,Trivial,Done,Sprint 143: 2/6-2/19/25,,,,CLONE,and it is not approved,,,,Valentina Lorusso,2/18/2025 11:15,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-605,283432,Check a test is not being fetched if it is located in a 'No recording Hold' queue,,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,Check,Hold,,,,Yun Ju Lee,2/17/2025 6:14,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-604,283431,Alert message to rater if a test is located in 'No recording Hold' queue when a rating is submitted,,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,Alert,Hold,,,,Yun Ju Lee,2/17/2025 6:11,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Bug,TECH-652,281977,DLI - Rater Site - wording issue,,Trivial,Done,Sprint 143: 2/6-2/19/25,,Functional,,DLI,Rater Site,wording issue,,,Valentina Lorusso,2/14/2025 16:25,v1.0,Valentina Lorusso,,v1.0,Manual
Bug,TECH-651,281812,DLI - Rater Site - for 3+ rating the Rationale Statements are not displayed,,Trivial,Done,Sprint 143: 2/6-2/19/25,,Functional,,DLI,Rater Site,,,,Valentina Lorusso,2/13/2025 11:43,v1.0,Valentina Lorusso,,v1.0,Manual
Bug,TECH-650,281478,"DLI - Rater Site - Delete ""mastery"" word of form",,Trivial,Done,Sprint 143: 2/6-2/19/25,,Functional,,DLI,Rater Site,"Delete ""mastery"" word of form",,,Valentina Lorusso,2/12/2025 17:02,v1.0,Valentina Lorusso,,v1.0,Manual
Bug,TECH-649,276399,Error when no ceiling selection in category with no options,,Trivial,Done,Sprint 143: 2/6-2/19/25,,Functional,,Error,,,,,Alan Stoddard,2/11/2025 20:51,v1.0,Valentina Lorusso,,v1.0,Manual
Unplanned Task,TECH-1090,269960,CLONE - BofA cannot locate Job Code SR056 (Client Relationship Specialist) under Home Loans Centralized Lending LOB which the SSRS report shows should be available to them.,,Trivial,Done,Sprint 143: 2/6-2/19/25,,,,CLONE,,,,,Kim Sallee,2/10/2025 15:30,v1.0,Vijay Damania,Sprint 144: 2/20-3/5/25,v1.0,Manual
Unplanned Task,TECH-1106,269729,CLONE - Request updates to B2B candidate scheduled OPI email templates for ProctorU and Prometric,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,CLONE,,,,,Diane Archer,2/10/2025 14:14,v1.0,Rohan Gandhi,Sprint 145: 3/6-3/19/25,v1.0,Manual
Task,TECH-1143,265771,SP: usp_AutoTestAcceptance_WPTSendEmail,,Trivial,To Do,,,,,usp_AutoTestAcceptance_WPTSendEmail,,,,,Vijay Damania,2/5/2025 17:19,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1142,265770,SP: usp_AutoTestAcceptance_RPTSendEmail,,Trivial,To Do,,,,,usp_AutoTestAcceptance_RPTSendEmail,,,,,Vijay Damania,2/5/2025 17:19,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1141,265769,SP: usp_AutoTestAcceptance_Process_WPTOnlineBooklet,,Trivial,To Do,,,,,usp_AutoTestAcceptance_Process_WPTOnlineBooklet,,,,,Vijay Damania,2/5/2025 17:18,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1140,265768,SP: usp_AutoTestAcceptance_Process,,Trivial,To Do,,,,,usp_AutoTestAcceptance_Process,,,,,Vijay Damania,2/5/2025 17:18,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1139,265767,SP: usp_AutoTestAcceptance_OPIcSendEmail,,Trivial,To Do,,,,,usp_AutoTestAcceptance_OPIcSendEmail,,,,,Vijay Damania,2/5/2025 17:18,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1138,265766,SP: usp_AutoTestAcceptance_LPTSendEmail,,Trivial,To Do,,,,,usp_AutoTestAcceptance_LPTSendEmail,,,,,Vijay Damania,2/5/2025 17:18,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1137,265765,SP: usp_ATT_SendEmailReminder,,Trivial,To Do,,,,,usp_ATT_SendEmailReminder,,,,,Vijay Damania,2/5/2025 17:17,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1136,265764,SP: usp_ATSOrderRequest,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,usp_ATSOrderRequest,,,,,Vijay Damania,2/5/2025 17:17,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1135,265763,SP: usp_ApplyTestMatch,,Trivial,To Do,,,,,usp_ApplyTestMatch,,,,,Vijay Damania,2/5/2025 17:17,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1134,265762,SP: usp_AfterSchool_RegisterNewParent,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,usp_AfterSchool_RegisterNewParent,,,,,Vijay Damania,2/5/2025 17:16,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1133,265761,SP: usp_AddClientUserEmailNotification,,Trivial,To Do,,,,,usp_AddClientUserEmailNotification,,,,,Vijay Damania,2/5/2025 17:16,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1132,265760,SP: usp_AAPPLStudentRegistration_RegisterNewParent,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,usp_AAPPLStudentRegistration_RegisterNewParent,,,,,Vijay Damania,2/5/2025 17:16,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1131,265759,SP: usp_AAPPLStudentRegistration_ForgotPassword,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,usp_AAPPLStudentRegistration_ForgotPassword,,,,,Vijay Damania,2/5/2025 17:16,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1130,265758,SP: usp_AAPPLStudentRegistration_ConfirmationEmail,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,usp_AAPPLStudentRegistration_ConfirmationEmail,,,,,Vijay Damania,2/5/2025 17:15,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1129,265757,SP: usp_AAPPLStudentRegistration_ChangePassword,,Trivial,Done,Sprint 156: 8/7 - 8/20/25,,,,usp_AAPPLStudentRegistration_ChangePassword,,,,,Vijay Damania,2/5/2025 17:15,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1128,265756,SP: usp_AAPPL_ReleaseScores & usp_AAPPL_ReleaseScores_AES,,Trivial,Done,Sprint 158: 9/4 - 9/17/25,,,,usp_AAPPL_ReleaseScores & usp_AAPPL_ReleaseScores_AES,,,,,Vijay Damania,2/5/2025 17:14,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1127,265755,SP: usp_AAPPL_RegisterNewAccount,,Trivial,Done,,,,,usp_AAPPL_RegisterNewAccount,,,,,Vijay Damania,2/5/2025 17:14,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1126,265754,SP: usp_AAPPL_ForgotPassword,,Trivial,Done,,,,,usp_AAPPL_ForgotPassword,,,,,Vijay Damania,2/5/2025 17:14,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1125,265753,SP: usp_AAPPL_ChangePassword,,Trivial,Done,,,,,usp_AAPPL_ChangePassword,,,,,Vijay Damania,2/5/2025 17:13,v1.0,Rohan Gandhi,,v1.0,Manual
Unplanned Task,TECH-1110,265452,CLONE - TMS B2B account set up - ensure billed to client,,Trivial,Done,Sprint 157: 8/21 - 9/3/25,,,,CLONE,TMS B2B account set up,ensure billed to client,,,Mark Dulsky,2/4/2025 15:54,v1.0,Rohan Gandhi,,v1.0,Manual
Story,TECH-541,265445,Implementation of volume bar,,Trivial,Done,Sprint 143: 2/6-2/19/25,,,,Implementation of volume bar,,,,,Annie Wendel,2/4/2025 13:58,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-540,265444,Add a microphone volume bar: UX/UI changes,,Trivial,Done,Sprint 143: 2/6-2/19/25,,,,Add a microphone volume bar,UI changes,,,,Annie Wendel,2/4/2025 13:58,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-539,265443,Add an alert for noise or low volume,,Trivial,Done,Sprint 143: 2/6-2/19/25,,,,Add,,,,,Annie Wendel,2/4/2025 13:58,v1.0,Jongman Paek,,v1.0,Manual
Epic,TECH-364,265442,INTK-580: OPS: AAPPL ILS volume bar within the test,,Trivial,Done,,,,,INTK,580,OPS,,,Annie Wendel,2/4/2025 13:57,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-531,265439,Unit testing & QA scenario,,Trivial,Done,Sprint 145: 3/6-3/19/25,,,,Unit testing & QA scenario,,,,,Annie Wendel,2/4/2025 13:46,v1.0,Yun Ju Lee,Sprint 146: 3/20-4/2/25,v1.0,Manual
Story,TECH-530,265438,OPI - Build a feature to prevent a rating submition if a test is uncaptured,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,OPI,,,,,Annie Wendel,2/4/2025 13:46,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Story,TECH-529,265437,AAPPL - Build a feature to prevent a rating submission if a test is uncaptured.,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,AAPPL,,,,,Annie Wendel,2/4/2025 13:45,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Story,TECH-528,265436,OPI - Build a feature to uncapture tests that are auto-fetched more than 1 hours,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,OPI,fetched more than 1 hours,,,,Annie Wendel,2/4/2025 13:45,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Story,TECH-527,265435,AAPPL - Build a feature to uncapture tests that are auto-fetched more then 1 hours,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,AAPPL,fetched more then 1 hours,,,,Annie Wendel,2/4/2025 13:45,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Story,TECH-526,265434,Build a feature to flag when an AAPPL is auto-fetched.,,Trivial,Done,Sprint 144: 2/20-3/5/25,,,,fetched.,,,,,Annie Wendel,2/4/2025 13:45,v1.0,Yun Ju Lee,Sprint 145: 3/6-3/19/25,v1.0,Manual
Epic,TECH-362,265433,"APM: Unassign ""stale"" tests fetched by raters but not rated",,Trivial,Done,,,,,APM,,,,,Annie Wendel,2/4/2025 13:41,v1.0,Annie Wendel,,v1.0,Manual
Sub-task,TECH-574,265432,"Option to reactivate account if the lift needs to be removed, available to privileged user. This option will undo the things listed in 1st point. It will also display the user and datetime when action was performed",,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Option,This,,,,Annie Wendel,2/4/2025 13:34,v1.0,Stephen Benavides,Sprint 148: 4/17-4/30/25,v1.0,Manual
Sub-task,TECH-575,265431,"Client search/edit option will highlighted it, and prevent account reactivation through it",,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,Client search,edit option will highlighted it,and prevent account reactivation through it,,,Annie Wendel,2/4/2025 13:34,v1.0,Stephen Benavides,Sprint 148: 4/17-4/30/25,v1.0,Manual
Sub-task,TECH-573,265430,"Menu option through which user can select an account/parent, provide the reason for deactivation. On submitting the request, it will prompt for confirmation and that account will be deactivated immediately (no batch process)",,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,parent,,,,,Annie Wendel,2/4/2025 13:34,v1.0,Stephen Benavides,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-516,265429,"As Sales/Ops, I want to communicate account level info in TMS using the current Initial Notes field with some improvements so that acct details are clear across teams.",,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,As Sales,Ops,,,,Annie Wendel,2/4/2025 13:33,v1.0,Stephen Benavides,Sprint 148: 4/17-4/30/25,v1.0,Manual
Story,TECH-515,265428,"As Ops, I want to red flag certain accounts when they are deactivated so that internal LTI users know that they require special handling.",,Trivial,Done,Sprint 147: 4/3-4/16/25,,,,As Ops,,,,,Annie Wendel,2/4/2025 13:32,v1.0,Stephen Benavides,Sprint 148: 4/17-4/30/25,v1.0,Manual
Epic,TECH-356,265427,INTK-570: OPS: TMS Account Deactivation and Improvements to Notes Fields,,Trivial,Done,,,,,INTK,570,OPS,,,Annie Wendel,2/4/2025 13:27,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-520,265426,"If a single cactus Id belongs to multiple schools, provide a way for respective school to see their own assessment but Cactus Id account will have access to all under a single login",,Trivial,Done,Sprint 154: 7/10 - 7/23/25,,,,Cactus,,,,,Annie Wendel,2/4/2025 13:22,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-538,265423,Make changes in SSRS Report to address this new report (When an LTI employee runs this report there will be a date filter that it can be run. Date Filter is for the As of date.  This date will apply to all 4 fields),,Trivial,Done,Sprint 155: 7/24 - 8/6/25,,,,Make,SSRS Report,When,,,Annie Wendel,2/4/2025 13:19,v1.0,Annie Wendel,,v1.0,Manual
Task,TECH-537,265422,Clone the SSRS Report B2C_CertificationType and make the recommended changes in DB,,Trivial,Done,Sprint 155: 7/24 - 8/6/25,,,,Clone,SSRS Report,B2C_CertificationType,,,Annie Wendel,2/4/2025 13:18,v1.0,Rohan Gandhi,,v1.0,Manual
Epic,TECH-363,265421,"INTK-511: Clone SSRS ""B2C Certification Type Report",,Trivial,Done,,,,,INTK,511,"Clone SSRS ""B2C Certification Type Report",,,Annie Wendel,2/4/2025 13:17,v1.0,Annie Wendel,,v1.0,Manual
Task,TECH-603,265294,Create a new role for staff to access the queue.,,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,Create,,,,,Annie Wendel,2/4/2025 12:28,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-602,265293,Create a new queue in the admin site with functionality to release tests to the original queue when the audio becomes available.,,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,Create,,,,,Annie Wendel,2/4/2025 12:28,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-601,265292,Send a notification email to the person managing the audio files.(Email content needs to be provided.),,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,Send,Email,,,,Annie Wendel,2/4/2025 12:27,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-600,265291,"Send the test to the No Recording - Hold queue. If it is assigned to a rater/tester, unassign it.(Tester/Rater)",,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,tester,unassign it.(Tester,Rater),,,Annie Wendel,2/4/2025 12:27,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-598,265290,Update the flag in the database if the file exists.,,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,Update,,,,,Annie Wendel,2/4/2025 12:27,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-599,265289,Check if the file exists in S3,,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,Check,,,,,Annie Wendel,2/4/2025 12:26,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Task,TECH-597,265288,"Read a table to get a list of tests taken today where the audio flag is set to ""no.""",,Trivial,To Do,Sprint 143: 2/6-2/19/25,,,,Read,,,,,Annie Wendel,2/4/2025 12:26,v1.0,Yun Ju Lee,Sprint 144: 2/20-3/5/25,v1.0,Manual
Epic,TECH-360,265287,APM: Handling of OPIs with missing audio,,Trivial,In Development,,,,,APM,Handling of OPIs with missing audio,,,,Annie Wendel,2/4/2025 12:11,v1.0,Annie Wendel,,v1.0,Manual
Task,TECH-857,264602,Confirm rater admin can differentiate between a rating that has been completed and one that is pending ACTFL/LTI review,,Trivial,Done,Sprint 142: 1/23-2/5/25,,,,LTI review,,,,,Alan Stoddard,2/3/2025 20:45,v1.0,Alan Stoddard,Sprint 143: 2/6-2/19/25,v1.0,Manual
Task,TECH-851,264601,Add UR & NR to the overall rating selection options,,Trivial,Done,Sprint 142: 1/23-2/5/25,,,,Add,,,,,Alan Stoddard,2/3/2025 20:27,v1.0,Valentina Lorusso,Sprint 143: 2/6-2/19/25,v1.0,Manual
Task,TECH-842,264436,Provide 2 submit options on page 2,,Trivial,Done,Sprint 142: 1/23-2/5/25,,,,Provide,,,,,Alan Stoddard,2/3/2025 19:42,v1.0,Valentina Lorusso,Sprint 143: 2/6-2/19/25,v1.0,Manual
Task,TECH-856,264435,Display rationale to raters,,Trivial,Done,Sprint 142: 1/23-2/5/25,,,,Display rationale to raters,,,,,Alan Stoddard,2/3/2025 19:39,v1.0,Valentina Lorusso,Sprint 143: 2/6-2/19/25,v1.0,Manual
Task,TECH-850,264434,Add checkbox for no breakdown observed,,Trivial,Done,Sprint 142: 1/23-2/5/25,,,,Add checkbox for no breakdown observed,,,,,Alan Stoddard,2/3/2025 19:28,v1.0,Valentina Lorusso,Sprint 143: 2/6-2/19/25,v1.0,Manual
Task,TECH-841,264433,Change label for report to ACTFL,,Trivial,Done,Sprint 142: 1/23-2/5/25,,,,Change label for report to ACTFL,,,,,Alan Stoddard,2/3/2025 19:24,v1.0,Valentina Lorusso,Sprint 143: 2/6-2/19/25,v1.0,Manual
Task,TECH-822,264432,"Ensure the word ""mastery"" is not used in any SLD",,Trivial,Done,Sprint 142: 1/23-2/5/25,,,,Ensure,SLD,,,,Alan Stoddard,2/3/2025 19:20,v1.0,Valentina Lorusso,Sprint 143: 2/6-2/19/25,v1.0,Manual
Task,TECH-855,264431,Set functional tasks to base rather than plus level,,Trivial,Done,Sprint 142: 1/23-2/5/25,,,,Set,,,,,Alan Stoddard,2/3/2025 19:13,v1.0,Valentina Lorusso,Sprint 143: 2/6-2/19/25,v1.0,Manual
